Start Time: 2025/03/09/20:07:00.740668
2025-03-09 20:07:00.743584, 2652, 1424, 304, 2370, 1263, 345
2025-03-09 20:07:00.745857, 2655, 1429, 304, 2370, 1259, 339
2025-03-09 20:07:00.748810, 2657, 1435, 303, 2371, 1253, 341
2025-03-09 20:07:00.751859, 2656, 1456, 302, 2368, 1250, 339
2025-03-09 20:07:00.753762, 2657, 1462, 302, 2370, 1246, 337
2025-03-09 20:07:00.754519, 2685, 1579, 301, 2379, 1216, 325
2025-03-09 20:07:00.757097, 2673, 1586, 299, 2374, 1205, 322
2025-03-09 20:07:00.760171, 2679, 1596, 297, 2378, 1200, 325
2025-03-09 20:07:00.762974, 2679, 1607, 304, 2375, 1197, 321
2025-03-09 20:07:00.765064, 2679, 1609, 304, 2375, 1195, 318
2025-03-09 20:07:00.768008, 2679, 1613, 300, 2379, 1188, 319
2025-03-09 20:07:00.770936, 2674, 1621, 306, 2374, 1186, 317
2025-03-09 20:07:00.773845, 2669, 1699, 305, 2365, 1136, 303
2025-03-09 20:07:00.775936, 2672, 1703, 303, 2365, 1131, 303
2025-03-09 20:07:00.778727, 2672, 1713, 307, 2361, 1127, 298
2025-03-09 20:07:00.781835, 2669, 1711, 306, 2357, 1122, 297
2025-03-09 20:07:00.782584, 2672, 1724, 304, 2358, 1117, 297
2025-03-09 20:07:00.785059, 2673, 1727, 303, 2357, 1107, 293
2025-03-09 20:07:00.788078, 2667, 1733, 304, 2358, 1109, 294
2025-03-09 20:07:00.790038, 2670, 1813, 295, 2351, 1058, 282
2025-03-09 20:07:00.793162, 2669, 1822, 304, 2349, 1052, 279
2025-03-09 20:07:00.795883, 2672, 1836, 299, 2351, 1051, 277
2025-03-09 20:07:00.798908, 2670, 1842, 304, 2343, 1045, 278
2025-03-09 20:07:00.800816, 2672, 1841, 304, 2349, 1040, 275
2025-03-09 20:07:00.803810, 2671, 1851, 301, 2342, 1035, 274
2025-03-09 20:07:00.806718, 2670, 1927, 304, 2333, 976, 267
2025-03-09 20:07:00.807519, 2662, 1931, 304, 2325, 971, 263
2025-03-09 20:07:00.810292, 2663, 1933, 302, 2324, 966, 262
2025-03-09 20:07:00.812098, 2671, 1949, 304, 2327, 960, 262
2025-03-09 20:07:00.814995, 2670, 1952, 305, 2323, 960, 261
2025-03-09 20:07:00.817868, 2671, 1957, 304, 2321, 955, 262
2025-03-09 20:07:00.820862, 2660, 1953, 299, 2320, 946, 258
