Start Time: 2025/03/09/20:02:13.267702
2025-03-09 20:02:13.273788, 2185, 2675, 2240, 829, 295, 167
2025-03-09 20:02:13.275795, 2188, 2672, 2240, 827, 297, 166
2025-03-09 20:02:13.276504, 2192, 2672, 2249, 818, 294, 167
2025-03-09 20:02:13.279272, 2224, 2659, 2240, 761, 282, 159
2025-03-09 20:02:13.282021, 2227, 2685, 2243, 766, 291, 166
2025-03-09 20:02:13.284992, 2236, 2675, 2243, 762, 291, 166
2025-03-09 20:02:13.287072, 2239, 2682, 2241, 757, 298, 166
2025-03-09 20:02:13.289844, 2240, 2673, 2253, 751, 284, 164
2025-03-09 20:02:13.292780, 2251, 2689, 2251, 743, 287, 166
2025-03-09 20:02:13.295825, 2256, 2686, 2241, 740, 297, 163
2025-03-09 20:02:13.296552, 2288, 2697, 2250, 705, 273, 166
2025-03-09 20:02:13.299039, 2291, 2694, 2246, 699, 257, 164
2025-03-09 20:02:13.301035, 2294, 2707, 2250, 720, 290, 162
2025-03-09 20:02:13.304109, 2301, 2699, 2245, 699, 275, 163
2025-03-09 20:02:13.306928, 2307, 2701, 2250, 688, 290, 161
2025-03-09 20:02:13.309993, 2305, 2703, 2253, 688, 285, 170
2025-03-09 20:02:13.311889, 2319, 2701, 2241, 688, 283, 165
2025-03-09 20:02:13.314673, 2335, 2704, 2249, 646, 277, 161
2025-03-09 20:02:13.315342, 2334, 2713, 2243, 642, 292, 161
2025-03-09 20:02:13.318100, 2333, 2704, 2242, 629, 283, 174
2025-03-09 20:02:13.321051, 2336, 2706, 2251, 635, 283, 184
2025-03-09 20:02:13.323021, 2338, 2707, 2253, 629, 277, 169
2025-03-09 20:02:13.326068, 2340, 2705, 2245, 624, 278, 176
2025-03-09 20:02:13.328860, 2348, 2709, 2256, 624, 281, 173
2025-03-09 20:02:13.331767, 2368, 2723, 2252, 586, 272, 160
2025-03-09 20:02:13.333779, 2371, 2717, 2252, 592, 272, 165
2025-03-09 20:02:13.334710, 2368, 2719, 2247, 567, 274, 159
2025-03-09 20:02:13.337137, 2372, 2719, 2249, 578, 272, 160
2025-03-09 20:02:13.340079, 2377, 2717, 2240, 579, 272, 170
2025-03-09 20:02:13.343138, 2383, 2722, 2252, 615, 272, 163
2025-03-09 20:02:13.345114, 2378, 2722, 2243, 562, 278, 166
2025-03-09 20:02:13.347861, 2406, 2725, 2239, 555, 268, 167
2025-03-09 20:02:13.350825, 2411, 2736, 2241, 539, 270, 164
2025-03-09 20:02:13.353681, 2413, 2730, 2239, 533, 271, 162
2025-03-09 20:02:13.354405, 2413, 2736, 2240, 528, 261, 167
2025-03-09 20:02:13.356197, 2412, 2733, 2241, 533, 273, 170
2025-03-09 20:02:13.359206, 2416, 2725, 2241, 528, 274, 172
2025-03-09 20:02:13.362128, 2419, 2730, 2238, 510, 268, 161
2025-03-09 20:02:13.365047, 2433, 2737, 2237, 495, 261, 161
2025-03-09 20:02:13.367994, 2435, 2738, 2237, 496, 265, 163
2025-03-09 20:02:13.369759, 2432, 2735, 2247, 496, 267, 167
2025-03-09 20:02:13.372662, 2437, 2737, 2237, 491, 272, 171
2025-03-09 20:02:13.373392, 2442, 2739, 2245, 496, 267, 160
2025-03-09 20:02:13.376404, 2438, 2739, 2218, 478, 247, 171
2025-03-09 20:02:13.379063, 2441, 2737, 2234, 481, 257, 163
2025-03-09 20:02:13.381010, 2459, 2741, 2235, 461, 266, 163
2025-03-09 20:02:13.383980, 2461, 2739, 2237, 475, 257, 166
2025-03-09 20:02:13.386855, 2466, 2773, 2235, 459, 262, 167
2025-03-09 20:02:13.389943, 2465, 2731, 2230, 445, 267, 163
2025-03-09 20:02:13.391828, 2471, 2727, 2229, 455, 259, 166
2025-03-09 20:02:13.392544, 2470, 2736, 2243, 457, 259, 170
2025-03-09 20:02:13.395281, 2471, 2736, 2231, 442, 259, 169
2025-03-09 20:02:13.398221, 2483, 2750, 2227, 433, 265, 166
2025-03-09 20:02:13.401045, 2485, 2733, 2219, 431, 254, 163
2025-03-09 20:02:13.403059, 2487, 2754, 2246, 432, 256, 176
2025-03-09 20:02:13.405835, 2491, 2766, 2245, 432, 256, 165
2025-03-09 20:02:13.408789, 2493, 2745, 2220, 429, 255, 161
2025-03-09 20:02:13.411691, 2493, 2755, 2239, 430, 258, 163
2025-03-09 20:02:13.412389, 2493, 2750, 2225, 411, 245, 167
2025-03-09 20:02:13.414240, 2511, 2763, 2231, 421, 241, 161
2025-03-09 20:02:13.417072, 2511, 2758, 2246, 410, 263, 171
2025-03-09 20:02:13.420031, 2511, 2755, 2240, 414, 254, 160
2025-03-09 20:02:13.422940, 2512, 2759, 2246, 399, 256, 170
2025-03-09 20:02:13.425022, 2514, 2754, 2255, 402, 267, 158
2025-03-09 20:02:13.427901, 2513, 2768, 2240, 404, 254, 166
2025-03-09 20:02:13.430667, 2513, 2758, 2235, 400, 266, 163
2025-03-09 20:02:13.431363, 2523, 2768, 2236, 400, 248, 163
2025-03-09 20:02:13.434118, 2523, 2756, 2238, 378, 251, 163
2025-03-09 20:02:13.437044, 2526, 2777, 2227, 397, 255, 187
2025-03-09 20:02:13.438904, 2525, 2753, 2235, 368, 253, 174
2025-03-09 20:02:13.442091, 2530, 2762, 2237, 381, 252, 160
2025-03-09 20:02:13.444796, 2538, 2756, 2230, 374, 254, 161
2025-03-09 20:02:13.447912, 2530, 2753, 2233, 363, 252, 167
2025-03-09 20:02:13.449678, 2543, 2774, 2226, 349, 249, 166
2025-03-09 20:02:13.450408, 2539, 2767, 2226, 361, 253, 164
2025-03-09 20:02:13.453106, 2541, 2775, 2227, 365, 249, 163
2025-03-09 20:02:13.456179, 2545, 2765, 2224, 335, 251, 163
2025-03-09 20:02:13.459165, 2544, 2768, 2226, 354, 252, 163
2025-03-09 20:02:13.460905, 2544, 2770, 2231, 366, 251, 164
2025-03-09 20:02:13.463919, 2542, 2768, 2222, 357, 250, 163
2025-03-09 20:02:13.466854, 2558, 2772, 2225, 337, 247, 163
2025-03-09 20:02:13.469700, 2557, 2768, 2224, 338, 246, 162
2025-03-09 20:02:13.470419, 2553, 2759, 2202, 337, 245, 167
2025-03-09 20:02:13.472162, 2559, 2767, 2224, 337, 251, 159
2025-03-09 20:02:13.475076, 2559, 2769, 2224, 337, 247, 161
2025-03-09 20:02:13.478131, 2559, 2756, 2210, 336, 251, 164
2025-03-09 20:02:13.480915, 2559, 2775, 2226, 334, 249, 162
2025-03-09 20:02:13.482951, 2559, 2786, 2225, 327, 254, 162
2025-03-09 20:02:13.485818, 2559, 2769, 2226, 322, 247, 163
2025-03-09 20:02:13.488657, 2559, 2770, 2224, 323, 256, 165
2025-03-09 20:02:13.489289, 2559, 2763, 2227, 326, 247, 161
2025-03-09 20:02:13.492280, 2559, 2767, 2186, 320, 248, 158
