Start Time: 2025/03/09/18:18:43.078912
2025-03-09 18:18:43.085017, 2707, 1603, 295, 2414, 1021, 226
2025-03-09 18:18:43.085732, 2731, 1606, 301, 2421, 1034, 226
2025-03-09 18:18:43.087307, 2736, 1600, 299, 2429, 1041, 230
2025-03-09 18:18:43.090423, 2737, 1495, 279, 2429, 1078, 234
2025-03-09 18:18:43.093374, 2735, 1478, 275, 2431, 1082, 236
2025-03-09 18:18:43.096289, 2741, 1473, 304, 2426, 1088, 238
2025-03-09 18:18:43.098170, 2736, 1463, 288, 2434, 1090, 237
2025-03-09 18:18:43.101061, 2737, 1450, 290, 2429, 1061, 234
2025-03-09 18:18:43.104124, 2742, 1450, 369, 2433, 1101, 239
2025-03-09 18:18:43.107049, 2738, 1425, 311, 2433, 1102, 235
2025-03-09 18:18:43.109079, 2815, 1365, 327, 2505, 1166, 240
2025-03-09 18:18:43.112070, 2832, 1366, 317, 2512, 1169, 243
2025-03-09 18:18:43.113455, 2832, 1354, 316, 2513, 1173, 243
2025-03-09 18:18:43.115600, 2834, 1346, 337, 2514, 1179, 247
2025-03-09 18:18:43.118475, 2834, 1333, 321, 2525, 1180, 240
2025-03-09 18:18:43.120315, 2832, 1329, 320, 2522, 1187, 249
2025-03-09 18:18:43.123337, 2830, 1318, 331, 2522, 1186, 247
2025-03-09 18:18:43.126258, 2803, 1218, 313, 2499, 1215, 242
2025-03-09 18:18:43.129048, 2803, 1209, 310, 2505, 1216, 243
2025-03-09 18:18:43.131999, 2819, 1215, 305, 2514, 1225, 244
2025-03-09 18:18:43.133879, 2827, 1210, 318, 2525, 1232, 246
2025-03-09 18:18:43.136844, 2845, 1211, 317, 2528, 1251, 246
2025-03-09 18:18:43.139945, 2833, 1200, 317, 2527, 1250, 245
2025-03-09 18:18:43.140634, 2866, 1122, 320, 2550, 1292, 251
2025-03-09 18:18:43.143435, 2864, 1116, 315, 2559, 1296, 254
2025-03-09 18:18:43.145274, 2871, 1117, 317, 2559, 1296, 256
2025-03-09 18:18:43.148160, 2870, 1107, 320, 2559, 1302, 247
2025-03-09 18:18:43.151141, 2875, 1102, 316, 2559, 1309, 259
2025-03-09 18:18:43.154148, 2867, 1089, 322, 2557, 1303, 253
2025-03-09 18:18:43.156065, 2866, 1087, 322, 2559, 1314, 250
2025-03-09 18:18:43.158989, 2855, 996, 317, 2546, 1344, 254
2025-03-09 18:18:43.161912, 2842, 986, 319, 2539, 1344, 255
2025-03-09 18:18:43.162653, 2829, 976, 313, 2530, 1339, 252
2025-03-09 18:18:43.165238, 2822, 966, 319, 2523, 1342, 256
2025-03-09 18:18:43.167354, 2816, 958, 319, 2519, 1334, 254
2025-03-09 18:18:43.170122, 2810, 948, 311, 2508, 1338, 249
2025-03-09 18:18:43.173225, 2818, 948, 318, 2523, 1354, 255
2025-03-09 18:18:43.176100, 2857, 884, 315, 2549, 1406, 262
2025-03-09 18:18:43.178206, 2843, 883, 320, 2546, 1413, 255
2025-03-09 18:18:43.180893, 2851, 870, 313, 2543, 1408, 256
2025-03-09 18:18:43.181626, 2843, 868, 314, 2546, 1410, 259
2025-03-09 18:18:43.184416, 2844, 861, 320, 2546, 1406, 265
2025-03-09 18:18:43.187163, 2835, 848, 319, 2547, 1413, 257
2025-03-09 18:18:43.190229, 2835, 848, 313, 2544, 1417, 260
2025-03-09 18:18:43.192226, 2829, 784, 312, 2538, 1447, 266
2025-03-09 18:18:43.195269, 2822, 778, 319, 2530, 1447, 262
2025-03-09 18:18:43.197961, 2816, 767, 316, 2525, 1447, 261
2025-03-09 18:18:43.200283, 2806, 752, 305, 2519, 1447, 272
2025-03-09 18:18:43.200994, 2800, 751, 301, 2512, 1443, 267
2025-03-09 18:18:43.203288, 2791, 747, 316, 2516, 1451, 262
2025-03-09 18:18:43.206372, 2785, 742, 303, 2511, 1443, 265
2025-03-09 18:18:43.209325, 2793, 692, 314, 2512, 1489, 269
2025-03-09 18:18:43.212152, 2800, 693, 315, 2515, 1487, 272
2025-03-09 18:18:43.214036, 2800, 688, 313, 2517, 1487, 271
2025-03-09 18:18:43.217121, 2800, 686, 313, 2517, 1497, 272
2025-03-09 18:18:43.219862, 2800, 682, 317, 2526, 1504, 272
2025-03-09 18:18:43.220485, 2800, 683, 311, 2521, 1504, 271
2025-03-09 18:18:43.223460, 2800, 674, 309, 2525, 1506, 272
2025-03-09 18:18:43.225335, 2782, 640, 317, 2525, 1525, 276
2025-03-09 18:18:43.228392, 2770, 640, 326, 2519, 1525, 278
2025-03-09 18:18:43.231093, 2775, 639, 312, 2523, 1527, 279
2025-03-09 18:18:43.234185, 2772, 636, 314, 2513, 1530, 279
2025-03-09 18:18:43.236197, 2768, 637, 320, 2521, 1523, 277
2025-03-09 18:18:43.238932, 2768, 635, 309, 2512, 1527, 285
2025-03-09 18:18:43.239640, 2768, 633, 313, 2522, 1527, 279
2025-03-09 18:18:43.242218, 2751, 617, 310, 2519, 1535, 290
2025-03-09 18:18:43.245227, 2753, 610, 315, 2513, 1535, 286
2025-03-09 18:18:43.247260, 2752, 608, 311, 2515, 1535, 286
2025-03-09 18:18:43.250271, 2748, 608, 313, 2517, 1557, 289
2025-03-09 18:18:43.252989, 2746, 599, 314, 2514, 1583, 287
2025-03-09 18:18:43.256093, 2745, 603, 317, 2512, 1559, 283
2025-03-09 18:18:43.258895, 2742, 605, 309, 2512, 1563, 289
2025-03-09 18:18:43.259557, 2726, 593, 318, 2512, 1602, 287
2025-03-09 18:18:43.261434, 2726, 588, 314, 2521, 1606, 293
