Time_angle,s1,s2,s3,s4,s5,s6,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10
2025-03-09 18:33:23.339333,1631.0,2336.0,1714.0,1235.0,256.0,139.0,9.866696402293265,24.33450885425732,24.2570177143766,26.639502944632746,11.360172821486938,24.51298105844808,35.379920604158215,23.665232069527573,38.916933559345686,114.26633094220053
2025-03-09 18:33:23.339333,1581.0,2310.0,1715.0,1285.0,257.0,139.0,9.866696402293265,24.33450885425732,24.2570177143766,26.639502944632746,11.360172821486938,24.51298105844808,35.379920604158215,23.665232069527573,38.916933559345686,114.26633094220053
2025-03-09 18:33:23.339333,1579.0,2308.0,1713.0,1293.0,259.0,140.0,9.866696402293265,24.33450885425732,24.2570177143766,26.639502944632746,11.360172821486938,24.51298105844808,35.379920604158215,23.665232069527573,38.916933559345686,114.26633094220053
2025-03-09 18:33:23.347667,1577.0,2309.0,1712.0,1296.0,258.0,140.0,9.869788001807922,24.37195739699592,24.14031459775908,26.711660138364497,11.357881610428404,24.59281235702907,35.295179506497114,23.82984695468616,38.77496397484294,114.31075206716112
2025-03-09 18:33:23.347667,1573.0,2298.0,1714.0,1296.0,261.0,139.0,9.869788001807922,24.37195739699592,24.14031459775908,26.711660138364497,11.357881610428404,24.59281235702907,35.295179506497114,23.82984695468616,38.77496397484294,114.31075206716112
2025-03-09 18:33:23.347667,1565.0,2301.0,1715.0,1302.0,258.0,139.0,9.869788001807922,24.37195739699592,24.14031459775908,26.711660138364497,11.357881610428404,24.59281235702907,35.295179506497114,23.82984695468616,38.77496397484294,114.31075206716112
2025-03-09 18:33:23.356000,1562.0,2294.0,1711.0,1302.0,257.0,142.0,9.884564715457405,24.40108236489626,24.016139557744957,26.783465011833613,11.358395342818488,24.67108824543434,35.212560009593176,23.987447840023577,38.62590834427149,114.33904309619686
2025-03-09 18:33:23.356000,1558.0,2298.0,1711.0,1310.0,259.0,142.0,9.884564715457405,24.40108236489626,24.016139557744957,26.783465011833613,11.358395342818488,24.67108824543434,35.212560009593176,23.987447840023577,38.62590834427149,114.33904309619686
2025-03-09 18:33:23.356000,1510.0,2273.0,1707.0,1354.0,263.0,138.0,9.884564715457405,24.40108236489626,24.016139557744957,26.783465011833613,11.358395342818488,24.67108824543434,35.212560009593176,23.987447840023577,38.62590834427149,114.33904309619686
2025-03-09 18:33:23.356000,1508.0,2269.0,1709.0,1363.0,262.0,141.0,9.884564715457405,24.40108236489626,24.016139557744957,26.783465011833613,11.358395342818488,24.67108824543434,35.212560009593176,23.987447840023577,38.62590834427149,114.33904309619686
2025-03-09 18:33:23.364333,1502.0,2272.0,1708.0,1369.0,261.0,142.0,9.908097363757015,24.42022883214609,23.88370100232324,26.85484937130057,11.36227321362197,24.74749758791561,35.13075704695007,24.13583275993937,38.4684253336191,114.34699615424732
2025-03-09 18:33:23.364333,1490.0,2271.0,1705.0,1367.0,261.0,142.0,9.908097363757015,24.42022883214609,23.88370100232324,26.85484937130057,11.36227321362197,24.74749758791561,35.13075704695007,24.13583275993937,38.4684253336191,114.34699615424732
2025-03-09 18:33:23.364333,1490.0,2265.0,1699.0,1374.0,262.0,142.0,9.908097363757015,24.42022883214609,23.88370100232324,26.85484937130057,11.36227321362197,24.74749758791561,35.13075704695007,24.13583275993937,38.4684253336191,114.34699615424732
2025-03-09 18:33:23.364333,1488.0,2259.0,1705.0,1375.0,263.0,141.0,9.908097363757015,24.42022883214609,23.88370100232324,26.85484937130057,11.36227321362197,24.74749758791561,35.13075704695007,24.13583275993937,38.4684253336191,114.34699615424732
2025-03-09 18:33:23.372667,1488.0,2256.0,1706.0,1381.0,260.0,143.0,9.940004709551776,24.42997451797758,23.74257632347117,26.925232815811025,11.368099261410109,24.82203486729083,35.0478349698814,24.27607780709717,38.30105202404255,114.33914790512732
2025-03-09 18:33:23.372667,1451.0,2226.0,1697.0,1423.0,263.0,141.0,9.940004709551776,24.42997451797758,23.74257632347117,26.925232815811025,11.368099261410109,24.82203486729083,35.0478349698814,24.27607780709717,38.30105202404255,114.33914790512732
2025-03-09 18:33:23.381000,1449.0,2229.0,1695.0,1424.0,263.0,139.0,9.984573417716016,24.43215374653508,23.59147506406949,26.993355700940796,11.374000501832644,24.894236587924,34.96291003131357,24.412441526566223,38.121464068439096,114.32761104687606
2025-03-09 18:33:23.381000,1442.0,2224.0,1687.0,1424.0,263.0,142.0,9.984573417716016,24.43215374653508,23.59147506406949,26.993355700940796,11.374000501832644,24.894236587924,34.96291003131357,24.412441526566223,38.121464068439096,114.32761104687606
2025-03-09 18:33:23.381000,1440.0,2219.0,1689.0,1430.0,259.0,138.0,9.984573417716016,24.43215374653508,23.59147506406949,26.993355700940796,11.374000501832644,24.894236587924,34.96291003131357,24.412441526566223,38.121464068439096,114.32761104687606
2025-03-09 18:33:23.381000,1433.0,2224.0,1691.0,1439.0,260.0,143.0,9.984573417716016,24.43215374653508,23.59147506406949,26.993355700940796,11.374000501832644,24.894236587924,34.96291003131357,24.412441526566223,38.121464068439096,114.32761104687606
2025-03-09 18:33:23.389333,1435.0,2215.0,1694.0,1437.0,263.0,141.0,10.042909515563585,24.42782930149695,23.431078591780217,27.05868762043497,11.378479685767443,24.964467514172554,34.87568871921917,24.544549655648822,37.92963670023297,114.31741736967444
2025-03-09 18:33:23.389333,1401.0,2192.0,1684.0,1475.0,266.0,139.0,10.042909515563585,24.42782930149695,23.431078591780217,27.05868762043497,11.378479685767443,24.964467514172554,34.87568871921917,24.544549655648822,37.92963670023297,114.31741736967444
